2020-01-21 11:33:41,164 - wiirunner - INFO - Source is Camera
2020-01-21 11:33:41,165 - wiirunner - INFO - {'row_low': 0, 'row_high': 719, 'column_low': 0, 'column_high': 1279}
2020-01-21 11:33:41,193 - wiirunner - INFO - ('frame: ', -1)
2020-01-21 11:33:43,288 - wiirunner - INFO - ('cycle, time, frame, direction:', 1, 17, 176, <State.eRight: (-1,)>, False, True)
2020-01-21 11:34:03,201 - wiirunner - INFO - ('cycle, time, frame, direction:', 17, 13, 32, <State.eRight: (-1,)>, False, False)
2020-01-21 11:34:03,765 - wiirunner - INFO - ('cycle, time, frame, direction:', 18, 13, 49, <State.eSame: (0,)>, True, False)
2020-01-21 11:34:04,606 - wiirunner - INFO - ('cycle, time, frame, direction:', 19, 13, 65, <State.eLeft: (1,)>, True, False)
2020-01-21 11:34:05,571 - wiirunner - INFO - ('cycle, time, frame, direction:', 20, 15, 61, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:06,535 - wiirunner - INFO - ('cycle, time, frame, direction:', 21, 25, 59, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:07,311 - wiirunner - INFO - ('cycle, time, frame, direction:', 22, 20, 56, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:08,139 - wiirunner - INFO - ('cycle, time, frame, direction:', 23, 19, 54, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:09,281 - wiirunner - INFO - ('cycle, time, frame, direction:', 24, 28, 66, <State.eLeft: (1,)>, True, False)
2020-01-21 11:34:10,800 - wiirunner - INFO - ('cycle, time, frame, direction:', 25, 35, 64, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:11,637 - wiirunner - INFO - ('cycle, time, frame, direction:', 26, 12, 61, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:12,534 - wiirunner - INFO - ('cycle, time, frame, direction:', 27, 13, 60, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:13,436 - wiirunner - INFO - ('cycle, time, frame, direction:', 28, 13, 58, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:14,206 - wiirunner - INFO - ('cycle, time, frame, direction:', 29, 11, 56, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:15,037 - wiirunner - INFO - ('cycle, time, frame, direction:', 30, 12, 54, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:16,071 - wiirunner - INFO - ('cycle, time, frame, direction:', 31, 15, 53, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:16,906 - wiirunner - INFO - ('cycle, time, frame, direction:', 32, 12, 51, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:17,541 - wiirunner - INFO - ('cycle, time, frame, direction:', 33, 9, 50, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:18,125 - wiirunner - INFO - ('cycle, time, frame, direction:', 34, 9, 49, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:18,656 - wiirunner - INFO - ('cycle, time, frame, direction:', 35, 8, 49, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:19,104 - wiirunner - INFO - ('cycle, time, frame, direction:', 36, 6, 48, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:19,468 - wiirunner - INFO - ('cycle, time, frame, direction:', 37, 5, 47, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:19,883 - wiirunner - INFO - ('cycle, time, frame, direction:', 38, 6, 46, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:20,492 - wiirunner - INFO - ('cycle, time, frame, direction:', 39, 10, 45, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:20,958 - wiirunner - INFO - ('cycle, time, frame, direction:', 40, 7, 45, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:21,494 - wiirunner - INFO - ('cycle, time, frame, direction:', 41, 8, 44, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:22,032 - wiirunner - INFO - ('cycle, time, frame, direction:', 42, 9, 44, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:22,530 - wiirunner - INFO - ('cycle, time, frame, direction:', 43, 7, 43, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:23,065 - wiirunner - INFO - ('cycle, time, frame, direction:', 44, 9, 43, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:24,797 - wiirunner - INFO - ('cycle, time, frame, direction:', 45, 26, 42, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:25,331 - wiirunner - INFO - ('cycle, time, frame, direction:', 46, 8, 41, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:25,640 - wiirunner - INFO - ('cycle, time, frame, direction:', 47, 4, 41, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:25,937 - wiirunner - INFO - ('cycle, time, frame, direction:', 48, 4, 40, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:26,172 - wiirunner - INFO - ('cycle, time, frame, direction:', 49, 3, 39, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:26,401 - wiirunner - INFO - ('cycle, time, frame, direction:', 50, 3, 39, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:26,634 - wiirunner - INFO - ('cycle, time, frame, direction:', 51, 3, 39, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:26,962 - wiirunner - INFO - ('cycle, time, frame, direction:', 52, 5, 38, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:27,230 - wiirunner - INFO - ('cycle, time, frame, direction:', 53, 4, 38, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:27,438 - wiirunner - INFO - ('cycle, time, frame, direction:', 54, 3, 38, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:27,672 - wiirunner - INFO - ('cycle, time, frame, direction:', 55, 3, 37, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:28,070 - wiirunner - INFO - ('cycle, time, frame, direction:', 56, 6, 37, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:28,400 - wiirunner - INFO - ('cycle, time, frame, direction:', 57, 5, 36, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:28,664 - wiirunner - INFO - ('cycle, time, frame, direction:', 58, 4, 36, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:28,794 - wiirunner - INFO - ('cycle, time, frame, direction:', 59, 2, 41, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:28,991 - wiirunner - INFO - ('cycle, time, frame, direction:', 60, 5, 46, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,167 - wiirunner - INFO - ('cycle, time, frame, direction:', 61, 3, 45, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,303 - wiirunner - INFO - ('cycle, time, frame, direction:', 62, 2, 45, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,505 - wiirunner - INFO - ('cycle, time, frame, direction:', 63, 2, 44, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,605 - wiirunner - INFO - ('cycle, time, frame, direction:', 64, 1, 44, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,713 - wiirunner - INFO - ('cycle, time, frame, direction:', 65, 1, 43, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,811 - wiirunner - INFO - ('cycle, time, frame, direction:', 66, 1, 42, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:29,908 - wiirunner - INFO - ('cycle, time, frame, direction:', 67, 1, 42, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,005 - wiirunner - INFO - ('cycle, time, frame, direction:', 68, 1, 41, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,170 - wiirunner - INFO - ('cycle, time, frame, direction:', 69, 2, 46, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,279 - wiirunner - INFO - ('cycle, time, frame, direction:', 70, 2, 50, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,442 - wiirunner - INFO - ('cycle, time, frame, direction:', 71, 2, 54, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,618 - wiirunner - INFO - ('cycle, time, frame, direction:', 72, 2, 54, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,712 - wiirunner - INFO - ('cycle, time, frame, direction:', 73, 1, 53, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,799 - wiirunner - INFO - ('cycle, time, frame, direction:', 74, 1, 57, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,867 - wiirunner - INFO - ('cycle, time, frame, direction:', 75, 1, 56, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:30,979 - wiirunner - INFO - ('cycle, time, frame, direction:', 76, 1, 56, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,078 - wiirunner - INFO - ('cycle, time, frame, direction:', 77, 1, 55, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,207 - wiirunner - INFO - ('cycle, time, frame, direction:', 78, 1, 59, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,316 - wiirunner - INFO - ('cycle, time, frame, direction:', 79, 1, 62, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,417 - wiirunner - INFO - ('cycle, time, frame, direction:', 80, 1, 62, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,566 - wiirunner - INFO - ('cycle, time, frame, direction:', 81, 1, 61, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,698 - wiirunner - INFO - ('cycle, time, frame, direction:', 82, 1, 65, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,762 - wiirunner - INFO - ('cycle, time, frame, direction:', 83, 1, 64, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,847 - wiirunner - INFO - ('cycle, time, frame, direction:', 84, 1, 67, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:31,998 - wiirunner - INFO - ('cycle, time, frame, direction:', 85, 2, 71, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,080 - wiirunner - INFO - ('cycle, time, frame, direction:', 86, 1, 74, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,192 - wiirunner - INFO - ('cycle, time, frame, direction:', 87, 1, 77, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,327 - wiirunner - INFO - ('cycle, time, frame, direction:', 88, 1, 76, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,453 - wiirunner - INFO - ('cycle, time, frame, direction:', 89, 1, 79, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,548 - wiirunner - INFO - ('cycle, time, frame, direction:', 90, 1, 79, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,726 - wiirunner - INFO - ('cycle, time, frame, direction:', 91, 2, 78, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,866 - wiirunner - INFO - ('cycle, time, frame, direction:', 92, 1, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:32,983 - wiirunner - INFO - ('cycle, time, frame, direction:', 93, 1, 80, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,076 - wiirunner - INFO - ('cycle, time, frame, direction:', 94, 1, 79, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,174 - wiirunner - INFO - ('cycle, time, frame, direction:', 95, 1, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,279 - wiirunner - INFO - ('cycle, time, frame, direction:', 96, 1, 85, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,380 - wiirunner - INFO - ('cycle, time, frame, direction:', 97, 1, 84, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,485 - wiirunner - INFO - ('cycle, time, frame, direction:', 98, 1, 83, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,637 - wiirunner - INFO - ('cycle, time, frame, direction:', 99, 1, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,789 - wiirunner - INFO - ('cycle, time, frame, direction:', 100, 1, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,889 - wiirunner - INFO - ('cycle, time, frame, direction:', 101, 1, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:33,990 - wiirunner - INFO - ('cycle, time, frame, direction:', 102, 1, 80, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,138 - wiirunner - INFO - ('cycle, time, frame, direction:', 103, 1, 80, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,233 - wiirunner - INFO - ('cycle, time, frame, direction:', 104, 1, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,378 - wiirunner - INFO - ('cycle, time, frame, direction:', 105, 2, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,495 - wiirunner - INFO - ('cycle, time, frame, direction:', 106, 1, 84, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,624 - wiirunner - INFO - ('cycle, time, frame, direction:', 107, 1, 83, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,716 - wiirunner - INFO - ('cycle, time, frame, direction:', 108, 1, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:34,955 - wiirunner - INFO - ('cycle, time, frame, direction:', 109, 3, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:35,304 - wiirunner - INFO - ('cycle, time, frame, direction:', 110, 5, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:35,425 - wiirunner - INFO - ('cycle, time, frame, direction:', 111, 2, 80, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:35,647 - wiirunner - INFO - ('cycle, time, frame, direction:', 112, 2, 83, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:35,876 - wiirunner - INFO - ('cycle, time, frame, direction:', 113, 3, 82, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:36,036 - wiirunner - INFO - ('cycle, time, frame, direction:', 114, 1, 81, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:36,178 - wiirunner - INFO - ('cycle, time, frame, direction:', 115, 1, 84, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:36,277 - wiirunner - INFO - ('cycle, time, frame, direction:', 116, 1, 83, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:36,383 - wiirunner - INFO - ('cycle, time, frame, direction:', 117, 1, 85, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:36,719 - wiirunner - INFO - ('cycle, time, frame, direction:', 118, 5, 88, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:38,003 - wiirunner - INFO - ('cycle, time, frame, direction:', 119, 21, 87, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:38,139 - wiirunner - INFO - ('cycle, time, frame, direction:', 120, 2, 89, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:38,348 - wiirunner - INFO - ('cycle, time, frame, direction:', 121, 3, 91, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:38,580 - wiirunner - INFO - ('cycle, time, frame, direction:', 122, 3, 93, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:38,877 - wiirunner - INFO - ('cycle, time, frame, direction:', 123, 4, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:39,053 - wiirunner - INFO - ('cycle, time, frame, direction:', 124, 2, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:39,282 - wiirunner - INFO - ('cycle, time, frame, direction:', 125, 2, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:39,616 - wiirunner - INFO - ('cycle, time, frame, direction:', 126, 5, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:39,827 - wiirunner - INFO - ('cycle, time, frame, direction:', 127, 2, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:40,167 - wiirunner - INFO - ('cycle, time, frame, direction:', 128, 3, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:40,499 - wiirunner - INFO - ('cycle, time, frame, direction:', 129, 3, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:40,679 - wiirunner - INFO - ('cycle, time, frame, direction:', 130, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:41,228 - wiirunner - INFO - ('cycle, time, frame, direction:', 131, 5, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:41,647 - wiirunner - INFO - ('cycle, time, frame, direction:', 132, 6, 102, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:44,422 - wiirunner - INFO - ('cycle, time, frame, direction:', 133, 44, 104, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,249 - wiirunner - INFO - ('cycle, time, frame, direction:', 134, 19, 106, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,472 - wiirunner - INFO - ('cycle, time, frame, direction:', 135, 2, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,614 - wiirunner - INFO - ('cycle, time, frame, direction:', 136, 1, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,745 - wiirunner - INFO - ('cycle, time, frame, direction:', 137, 1, 104, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,854 - wiirunner - INFO - ('cycle, time, frame, direction:', 138, 1, 103, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:45,912 - wiirunner - INFO - ('cycle, time, frame, direction:', 139, 1, 102, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,032 - wiirunner - INFO - ('cycle, time, frame, direction:', 140, 1, 102, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,122 - wiirunner - INFO - ('cycle, time, frame, direction:', 141, 1, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,218 - wiirunner - INFO - ('cycle, time, frame, direction:', 142, 1, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,330 - wiirunner - INFO - ('cycle, time, frame, direction:', 143, 1, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,461 - wiirunner - INFO - ('cycle, time, frame, direction:', 144, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,623 - wiirunner - INFO - ('cycle, time, frame, direction:', 145, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:46,748 - wiirunner - INFO - ('cycle, time, frame, direction:', 146, 1, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:47,570 - wiirunner - INFO - ('cycle, time, frame, direction:', 147, 8, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:47,722 - wiirunner - INFO - ('cycle, time, frame, direction:', 148, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:47,884 - wiirunner - INFO - ('cycle, time, frame, direction:', 149, 1, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:48,025 - wiirunner - INFO - ('cycle, time, frame, direction:', 150, 1, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:48,194 - wiirunner - INFO - ('cycle, time, frame, direction:', 151, 1, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:48,468 - wiirunner - INFO - ('cycle, time, frame, direction:', 152, 2, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:49,026 - wiirunner - INFO - ('cycle, time, frame, direction:', 153, 5, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:49,575 - wiirunner - INFO - ('cycle, time, frame, direction:', 154, 4, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:49,758 - wiirunner - INFO - ('cycle, time, frame, direction:', 155, 1, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:49,921 - wiirunner - INFO - ('cycle, time, frame, direction:', 156, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:50,091 - wiirunner - INFO - ('cycle, time, frame, direction:', 157, 1, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:50,257 - wiirunner - INFO - ('cycle, time, frame, direction:', 158, 1, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:50,575 - wiirunner - INFO - ('cycle, time, frame, direction:', 159, 3, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:51,186 - wiirunner - INFO - ('cycle, time, frame, direction:', 160, 6, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:51,438 - wiirunner - INFO - ('cycle, time, frame, direction:', 161, 2, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:51,742 - wiirunner - INFO - ('cycle, time, frame, direction:', 162, 2, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:51,851 - wiirunner - INFO - ('cycle, time, frame, direction:', 163, 1, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,007 - wiirunner - INFO - ('cycle, time, frame, direction:', 164, 1, 94, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,155 - wiirunner - INFO - ('cycle, time, frame, direction:', 165, 1, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,313 - wiirunner - INFO - ('cycle, time, frame, direction:', 166, 1, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,451 - wiirunner - INFO - ('cycle, time, frame, direction:', 167, 1, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,740 - wiirunner - INFO - ('cycle, time, frame, direction:', 168, 2, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:52,878 - wiirunner - INFO - ('cycle, time, frame, direction:', 169, 1, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:53,007 - wiirunner - INFO - ('cycle, time, frame, direction:', 170, 1, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:53,426 - wiirunner - INFO - ('cycle, time, frame, direction:', 171, 4, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:53,993 - wiirunner - INFO - ('cycle, time, frame, direction:', 172, 8, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:54,236 - wiirunner - INFO - ('cycle, time, frame, direction:', 173, 3, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:54,482 - wiirunner - INFO - ('cycle, time, frame, direction:', 174, 2, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:54,627 - wiirunner - INFO - ('cycle, time, frame, direction:', 175, 1, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:54,753 - wiirunner - INFO - ('cycle, time, frame, direction:', 176, 1, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:54,938 - wiirunner - INFO - ('cycle, time, frame, direction:', 177, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,071 - wiirunner - INFO - ('cycle, time, frame, direction:', 178, 1, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,166 - wiirunner - INFO - ('cycle, time, frame, direction:', 179, 1, 102, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,230 - wiirunner - INFO - ('cycle, time, frame, direction:', 180, 1, 103, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,432 - wiirunner - INFO - ('cycle, time, frame, direction:', 181, 3, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,649 - wiirunner - INFO - ('cycle, time, frame, direction:', 182, 2, 104, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:55,881 - wiirunner - INFO - ('cycle, time, frame, direction:', 183, 2, 104, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:56,068 - wiirunner - INFO - ('cycle, time, frame, direction:', 184, 2, 103, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:56,168 - wiirunner - INFO - ('cycle, time, frame, direction:', 185, 1, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:56,301 - wiirunner - INFO - ('cycle, time, frame, direction:', 186, 2, 106, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:56,703 - wiirunner - INFO - ('cycle, time, frame, direction:', 187, 4, 107, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:56,995 - wiirunner - INFO - ('cycle, time, frame, direction:', 188, 4, 108, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:57,197 - wiirunner - INFO - ('cycle, time, frame, direction:', 189, 3, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:57,365 - wiirunner - INFO - ('cycle, time, frame, direction:', 190, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:57,765 - wiirunner - INFO - ('cycle, time, frame, direction:', 191, 6, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:57,964 - wiirunner - INFO - ('cycle, time, frame, direction:', 192, 3, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:58,144 - wiirunner - INFO - ('cycle, time, frame, direction:', 193, 3, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:59,027 - wiirunner - INFO - ('cycle, time, frame, direction:', 194, 13, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:59,638 - wiirunner - INFO - ('cycle, time, frame, direction:', 195, 9, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:34:59,857 - wiirunner - INFO - ('cycle, time, frame, direction:', 196, 2, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:01,086 - wiirunner - INFO - ('cycle, time, frame, direction:', 197, 12, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:35:01,222 - wiirunner - INFO - ('cycle, time, frame, direction:', 198, 1, 117, <State.eLeft: (1,)>, False, False)
