2020-01-21 11:32:37,915 - wiirunner - INFO - Source is Camera
2020-01-21 11:32:37,915 - wiirunner - INFO - {'row_low': 0, 'row_high': 719, 'column_low': 0, 'column_high': 1279}
2020-01-21 11:32:37,953 - wiirunner - INFO - ('frame: ', -1)
2020-01-21 11:32:39,682 - wiirunner - INFO - ('cycle, time, frame, direction:', 1, 12, 4, <State.eSame: (0,)>, False, False)
2020-01-21 11:32:46,887 - wiirunner - INFO - ('cycle, time, frame, direction:', 25, 3, 50, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:47,153 - wiirunner - INFO - ('cycle, time, frame, direction:', 26, 4, 61, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:47,483 - wiirunner - INFO - ('cycle, time, frame, direction:', 27, 5, 71, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:47,680 - wiirunner - INFO - ('cycle, time, frame, direction:', 28, 3, 81, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:47,941 - wiirunner - INFO - ('cycle, time, frame, direction:', 29, 5, 90, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:48,180 - wiirunner - INFO - ('cycle, time, frame, direction:', 30, 4, 98, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:48,517 - wiirunner - INFO - ('cycle, time, frame, direction:', 31, 5, 106, <State.eLeft: (1,)>, True, False)
2020-01-21 11:32:48,689 - wiirunner - INFO - ('cycle, time, frame, direction:', 32, 2, 103, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:48,857 - wiirunner - INFO - ('cycle, time, frame, direction:', 33, 2, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,019 - wiirunner - INFO - ('cycle, time, frame, direction:', 34, 2, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,154 - wiirunner - INFO - ('cycle, time, frame, direction:', 35, 2, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,320 - wiirunner - INFO - ('cycle, time, frame, direction:', 36, 2, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,490 - wiirunner - INFO - ('cycle, time, frame, direction:', 37, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,630 - wiirunner - INFO - ('cycle, time, frame, direction:', 38, 2, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,787 - wiirunner - INFO - ('cycle, time, frame, direction:', 39, 2, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:49,987 - wiirunner - INFO - ('cycle, time, frame, direction:', 40, 3, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:50,186 - wiirunner - INFO - ('cycle, time, frame, direction:', 41, 3, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:50,455 - wiirunner - INFO - ('cycle, time, frame, direction:', 42, 4, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:50,657 - wiirunner - INFO - ('cycle, time, frame, direction:', 43, 3, 127, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:50,823 - wiirunner - INFO - ('cycle, time, frame, direction:', 44, 2, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:51,024 - wiirunner - INFO - ('cycle, time, frame, direction:', 45, 3, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:51,225 - wiirunner - INFO - ('cycle, time, frame, direction:', 46, 3, 119, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:51,389 - wiirunner - INFO - ('cycle, time, frame, direction:', 47, 2, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:51,632 - wiirunner - INFO - ('cycle, time, frame, direction:', 48, 3, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:51,860 - wiirunner - INFO - ('cycle, time, frame, direction:', 49, 3, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:52,061 - wiirunner - INFO - ('cycle, time, frame, direction:', 50, 3, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:52,229 - wiirunner - INFO - ('cycle, time, frame, direction:', 51, 2, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:52,460 - wiirunner - INFO - ('cycle, time, frame, direction:', 52, 3, 107, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:52,696 - wiirunner - INFO - ('cycle, time, frame, direction:', 53, 3, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:52,861 - wiirunner - INFO - ('cycle, time, frame, direction:', 54, 2, 104, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:53,095 - wiirunner - INFO - ('cycle, time, frame, direction:', 55, 3, 102, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:53,338 - wiirunner - INFO - ('cycle, time, frame, direction:', 56, 3, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:53,500 - wiirunner - INFO - ('cycle, time, frame, direction:', 57, 2, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:53,660 - wiirunner - INFO - ('cycle, time, frame, direction:', 58, 2, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:53,858 - wiirunner - INFO - ('cycle, time, frame, direction:', 59, 3, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,065 - wiirunner - INFO - ('cycle, time, frame, direction:', 60, 3, 94, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,359 - wiirunner - INFO - ('cycle, time, frame, direction:', 61, 3, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,626 - wiirunner - INFO - ('cycle, time, frame, direction:', 62, 4, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,799 - wiirunner - INFO - ('cycle, time, frame, direction:', 63, 2, 101, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,899 - wiirunner - INFO - ('cycle, time, frame, direction:', 64, 1, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:54,998 - wiirunner - INFO - ('cycle, time, frame, direction:', 65, 1, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,102 - wiirunner - INFO - ('cycle, time, frame, direction:', 66, 1, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,215 - wiirunner - INFO - ('cycle, time, frame, direction:', 67, 1, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,342 - wiirunner - INFO - ('cycle, time, frame, direction:', 68, 1, 94, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,452 - wiirunner - INFO - ('cycle, time, frame, direction:', 69, 1, 93, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,574 - wiirunner - INFO - ('cycle, time, frame, direction:', 70, 1, 92, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,675 - wiirunner - INFO - ('cycle, time, frame, direction:', 71, 1, 91, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,822 - wiirunner - INFO - ('cycle, time, frame, direction:', 72, 1, 89, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:55,952 - wiirunner - INFO - ('cycle, time, frame, direction:', 73, 1, 88, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:56,065 - wiirunner - INFO - ('cycle, time, frame, direction:', 74, 1, 87, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:56,329 - wiirunner - INFO - ('cycle, time, frame, direction:', 75, 4, 91, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:56,967 - wiirunner - INFO - ('cycle, time, frame, direction:', 76, 9, 94, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:57,498 - wiirunner - INFO - ('cycle, time, frame, direction:', 77, 7, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:57,897 - wiirunner - INFO - ('cycle, time, frame, direction:', 78, 6, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:58,426 - wiirunner - INFO - ('cycle, time, frame, direction:', 79, 8, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:58,692 - wiirunner - INFO - ('cycle, time, frame, direction:', 80, 4, 99, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:58,892 - wiirunner - INFO - ('cycle, time, frame, direction:', 81, 3, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:59,088 - wiirunner - INFO - ('cycle, time, frame, direction:', 82, 3, 97, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:59,495 - wiirunner - INFO - ('cycle, time, frame, direction:', 83, 11, 96, <State.eLeft: (1,)>, False, False)
2020-01-21 11:32:59,793 - wiirunner - INFO - ('cycle, time, frame, direction:', 84, 4, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:00,122 - wiirunner - INFO - ('cycle, time, frame, direction:', 85, 7, 94, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:00,435 - wiirunner - INFO - ('cycle, time, frame, direction:', 86, 5, 93, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:00,810 - wiirunner - INFO - ('cycle, time, frame, direction:', 87, 5, 92, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:00,973 - wiirunner - INFO - ('cycle, time, frame, direction:', 88, 2, 91, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,141 - wiirunner - INFO - ('cycle, time, frame, direction:', 89, 2, 90, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,294 - wiirunner - INFO - ('cycle, time, frame, direction:', 90, 2, 89, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,443 - wiirunner - INFO - ('cycle, time, frame, direction:', 91, 2, 88, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,607 - wiirunner - INFO - ('cycle, time, frame, direction:', 92, 2, 88, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,809 - wiirunner - INFO - ('cycle, time, frame, direction:', 93, 2, 87, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:01,974 - wiirunner - INFO - ('cycle, time, frame, direction:', 94, 2, 90, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:02,399 - wiirunner - INFO - ('cycle, time, frame, direction:', 95, 6, 92, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:02,873 - wiirunner - INFO - ('cycle, time, frame, direction:', 96, 7, 95, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,105 - wiirunner - INFO - ('cycle, time, frame, direction:', 97, 2, 98, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,305 - wiirunner - INFO - ('cycle, time, frame, direction:', 98, 3, 100, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,430 - wiirunner - INFO - ('cycle, time, frame, direction:', 99, 1, 103, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,535 - wiirunner - INFO - ('cycle, time, frame, direction:', 100, 1, 105, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,668 - wiirunner - INFO - ('cycle, time, frame, direction:', 101, 2, 108, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:03,802 - wiirunner - INFO - ('cycle, time, frame, direction:', 102, 2, 107, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:04,000 - wiirunner - INFO - ('cycle, time, frame, direction:', 103, 3, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:04,271 - wiirunner - INFO - ('cycle, time, frame, direction:', 104, 4, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:04,470 - wiirunner - INFO - ('cycle, time, frame, direction:', 105, 3, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:04,668 - wiirunner - INFO - ('cycle, time, frame, direction:', 106, 3, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:04,907 - wiirunner - INFO - ('cycle, time, frame, direction:', 107, 3, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:05,067 - wiirunner - INFO - ('cycle, time, frame, direction:', 108, 2, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:05,381 - wiirunner - INFO - ('cycle, time, frame, direction:', 109, 5, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:05,602 - wiirunner - INFO - ('cycle, time, frame, direction:', 110, 3, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:05,767 - wiirunner - INFO - ('cycle, time, frame, direction:', 111, 2, 120, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:06,008 - wiirunner - INFO - ('cycle, time, frame, direction:', 112, 4, 122, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:06,273 - wiirunner - INFO - ('cycle, time, frame, direction:', 113, 4, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:06,601 - wiirunner - INFO - ('cycle, time, frame, direction:', 114, 5, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:06,740 - wiirunner - INFO - ('cycle, time, frame, direction:', 115, 2, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:06,939 - wiirunner - INFO - ('cycle, time, frame, direction:', 116, 3, 130, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:07,203 - wiirunner - INFO - ('cycle, time, frame, direction:', 117, 4, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:07,471 - wiirunner - INFO - ('cycle, time, frame, direction:', 118, 4, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:07,702 - wiirunner - INFO - ('cycle, time, frame, direction:', 119, 4, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:07,866 - wiirunner - INFO - ('cycle, time, frame, direction:', 120, 2, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:07,978 - wiirunner - INFO - ('cycle, time, frame, direction:', 121, 2, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:08,178 - wiirunner - INFO - ('cycle, time, frame, direction:', 122, 3, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:08,344 - wiirunner - INFO - ('cycle, time, frame, direction:', 123, 2, 137, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:08,508 - wiirunner - INFO - ('cycle, time, frame, direction:', 124, 2, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:08,810 - wiirunner - INFO - ('cycle, time, frame, direction:', 125, 4, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:09,005 - wiirunner - INFO - ('cycle, time, frame, direction:', 126, 3, 136, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:09,540 - wiirunner - INFO - ('cycle, time, frame, direction:', 127, 14, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:11,179 - wiirunner - INFO - ('cycle, time, frame, direction:', 128, 30, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:12,583 - wiirunner - INFO - ('cycle, time, frame, direction:', 129, 22, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:13,050 - wiirunner - INFO - ('cycle, time, frame, direction:', 130, 7, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:13,475 - wiirunner - INFO - ('cycle, time, frame, direction:', 131, 6, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:13,879 - wiirunner - INFO - ('cycle, time, frame, direction:', 132, 6, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:14,089 - wiirunner - INFO - ('cycle, time, frame, direction:', 133, 3, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:14,323 - wiirunner - INFO - ('cycle, time, frame, direction:', 134, 3, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:14,630 - wiirunner - INFO - ('cycle, time, frame, direction:', 135, 4, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:14,847 - wiirunner - INFO - ('cycle, time, frame, direction:', 136, 3, 149, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:15,152 - wiirunner - INFO - ('cycle, time, frame, direction:', 137, 4, 150, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:15,815 - wiirunner - INFO - ('cycle, time, frame, direction:', 138, 10, 152, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:16,485 - wiirunner - INFO - ('cycle, time, frame, direction:', 139, 10, 153, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:16,958 - wiirunner - INFO - ('cycle, time, frame, direction:', 140, 7, 154, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:17,124 - wiirunner - INFO - ('cycle, time, frame, direction:', 141, 2, 156, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:17,287 - wiirunner - INFO - ('cycle, time, frame, direction:', 142, 2, 157, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:17,460 - wiirunner - INFO - ('cycle, time, frame, direction:', 143, 2, 158, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:17,620 - wiirunner - INFO - ('cycle, time, frame, direction:', 144, 2, 159, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:17,780 - wiirunner - INFO - ('cycle, time, frame, direction:', 145, 2, 161, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:18,146 - wiirunner - INFO - ('cycle, time, frame, direction:', 146, 6, 162, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:18,482 - wiirunner - INFO - ('cycle, time, frame, direction:', 147, 5, 161, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:18,654 - wiirunner - INFO - ('cycle, time, frame, direction:', 148, 2, 160, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:18,881 - wiirunner - INFO - ('cycle, time, frame, direction:', 149, 3, 159, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:19,302 - wiirunner - INFO - ('cycle, time, frame, direction:', 150, 7, 158, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:19,591 - wiirunner - INFO - ('cycle, time, frame, direction:', 151, 4, 157, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:19,826 - wiirunner - INFO - ('cycle, time, frame, direction:', 152, 3, 156, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:19,994 - wiirunner - INFO - ('cycle, time, frame, direction:', 153, 2, 155, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,160 - wiirunner - INFO - ('cycle, time, frame, direction:', 154, 2, 154, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,327 - wiirunner - INFO - ('cycle, time, frame, direction:', 155, 2, 153, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,490 - wiirunner - INFO - ('cycle, time, frame, direction:', 156, 2, 152, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,653 - wiirunner - INFO - ('cycle, time, frame, direction:', 157, 2, 152, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,793 - wiirunner - INFO - ('cycle, time, frame, direction:', 158, 2, 151, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:20,957 - wiirunner - INFO - ('cycle, time, frame, direction:', 159, 2, 150, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,153 - wiirunner - INFO - ('cycle, time, frame, direction:', 160, 3, 149, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,351 - wiirunner - INFO - ('cycle, time, frame, direction:', 161, 3, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,531 - wiirunner - INFO - ('cycle, time, frame, direction:', 162, 2, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,636 - wiirunner - INFO - ('cycle, time, frame, direction:', 163, 1, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,789 - wiirunner - INFO - ('cycle, time, frame, direction:', 164, 1, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:21,914 - wiirunner - INFO - ('cycle, time, frame, direction:', 165, 1, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,044 - wiirunner - INFO - ('cycle, time, frame, direction:', 166, 1, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,179 - wiirunner - INFO - ('cycle, time, frame, direction:', 167, 1, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,298 - wiirunner - INFO - ('cycle, time, frame, direction:', 168, 1, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,406 - wiirunner - INFO - ('cycle, time, frame, direction:', 169, 1, 144, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,596 - wiirunner - INFO - ('cycle, time, frame, direction:', 170, 2, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,767 - wiirunner - INFO - ('cycle, time, frame, direction:', 171, 2, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:22,996 - wiirunner - INFO - ('cycle, time, frame, direction:', 172, 3, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:23,152 - wiirunner - INFO - ('cycle, time, frame, direction:', 173, 2, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:23,391 - wiirunner - INFO - ('cycle, time, frame, direction:', 174, 4, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:23,753 - wiirunner - INFO - ('cycle, time, frame, direction:', 175, 5, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,052 - wiirunner - INFO - ('cycle, time, frame, direction:', 176, 4, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,396 - wiirunner - INFO - ('cycle, time, frame, direction:', 177, 5, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,562 - wiirunner - INFO - ('cycle, time, frame, direction:', 178, 2, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,678 - wiirunner - INFO - ('cycle, time, frame, direction:', 179, 1, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,810 - wiirunner - INFO - ('cycle, time, frame, direction:', 180, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:24,953 - wiirunner - INFO - ('cycle, time, frame, direction:', 181, 1, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,110 - wiirunner - INFO - ('cycle, time, frame, direction:', 182, 1, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,240 - wiirunner - INFO - ('cycle, time, frame, direction:', 183, 1, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,335 - wiirunner - INFO - ('cycle, time, frame, direction:', 184, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,575 - wiirunner - INFO - ('cycle, time, frame, direction:', 185, 3, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,755 - wiirunner - INFO - ('cycle, time, frame, direction:', 186, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,881 - wiirunner - INFO - ('cycle, time, frame, direction:', 187, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:25,960 - wiirunner - INFO - ('cycle, time, frame, direction:', 188, 1, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,026 - wiirunner - INFO - ('cycle, time, frame, direction:', 189, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,099 - wiirunner - INFO - ('cycle, time, frame, direction:', 190, 1, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,205 - wiirunner - INFO - ('cycle, time, frame, direction:', 191, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,331 - wiirunner - INFO - ('cycle, time, frame, direction:', 192, 1, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,495 - wiirunner - INFO - ('cycle, time, frame, direction:', 193, 2, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,859 - wiirunner - INFO - ('cycle, time, frame, direction:', 194, 5, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:26,990 - wiirunner - INFO - ('cycle, time, frame, direction:', 195, 2, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:27,792 - wiirunner - INFO - ('cycle, time, frame, direction:', 196, 11, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:27,922 - wiirunner - INFO - ('cycle, time, frame, direction:', 197, 1, 144, <State.eLeft: (1,)>, False, False)
2020-01-21 11:33:28,224 - wiirunner - INFO - ('cycle, time, frame, direction:', 198, 2, 144, <State.eLeft: (1,)>, False, False)
