2020-01-21 11:30:31,938 - wiirunner - INFO - Source is Camera
2020-01-21 11:30:31,938 - wiirunner - INFO - {'row_low': 0, 'row_high': 719, 'column_low': 0, 'column_high': 1279}
2020-01-21 11:30:31,954 - wiirunner - INFO - ('frame: ', -1)
2020-01-21 11:30:33,720 - wiirunner - INFO - ('cycle, time, frame, direction:', 1, 13, 166, <State.eRight: (-1,)>, False, True)
2020-01-21 11:30:40,082 - wiirunner - INFO - ('cycle, time, frame, direction:', 24, 2, 100, <State.eSame: (0,)>, False, False)
2020-01-21 11:30:40,316 - wiirunner - INFO - ('cycle, time, frame, direction:', 25, 2, 96, <State.eSame: (0,)>, False, False)
2020-01-21 11:30:40,842 - wiirunner - INFO - ('cycle, time, frame, direction:', 26, 5, 105, <State.eLeft: (1,)>, True, False)
2020-01-21 11:30:41,337 - wiirunner - INFO - ('cycle, time, frame, direction:', 27, 7, 114, <State.eLeft: (1,)>, True, False)
2020-01-21 11:30:41,912 - wiirunner - INFO - ('cycle, time, frame, direction:', 28, 7, 122, <State.eLeft: (1,)>, True, False)
2020-01-21 11:30:42,336 - wiirunner - INFO - ('cycle, time, frame, direction:', 29, 6, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:42,726 - wiirunner - INFO - ('cycle, time, frame, direction:', 30, 4, 125, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:42,952 - wiirunner - INFO - ('cycle, time, frame, direction:', 31, 2, 132, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:43,179 - wiirunner - INFO - ('cycle, time, frame, direction:', 32, 2, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:43,345 - wiirunner - INFO - ('cycle, time, frame, direction:', 33, 2, 135, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:43,545 - wiirunner - INFO - ('cycle, time, frame, direction:', 34, 2, 131, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:43,713 - wiirunner - INFO - ('cycle, time, frame, direction:', 35, 2, 128, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:44,234 - wiirunner - INFO - ('cycle, time, frame, direction:', 36, 5, 124, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:46,478 - wiirunner - INFO - ('cycle, time, frame, direction:', 37, 33, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:46,689 - wiirunner - INFO - ('cycle, time, frame, direction:', 38, 2, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:46,787 - wiirunner - INFO - ('cycle, time, frame, direction:', 39, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:47,006 - wiirunner - INFO - ('cycle, time, frame, direction:', 40, 2, 121, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:48,095 - wiirunner - INFO - ('cycle, time, frame, direction:', 41, 16, 126, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:49,406 - wiirunner - INFO - ('cycle, time, frame, direction:', 42, 38, 123, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:49,624 - wiirunner - INFO - ('cycle, time, frame, direction:', 43, 3, 129, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:49,945 - wiirunner - INFO - ('cycle, time, frame, direction:', 44, 3, 134, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:50,710 - wiirunner - INFO - ('cycle, time, frame, direction:', 45, 11, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:50,943 - wiirunner - INFO - ('cycle, time, frame, direction:', 46, 3, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:51,168 - wiirunner - INFO - ('cycle, time, frame, direction:', 47, 3, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:52,103 - wiirunner - INFO - ('cycle, time, frame, direction:', 48, 14, 152, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:52,236 - wiirunner - INFO - ('cycle, time, frame, direction:', 49, 2, 149, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:52,471 - wiirunner - INFO - ('cycle, time, frame, direction:', 50, 3, 153, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:53,320 - wiirunner - INFO - ('cycle, time, frame, direction:', 51, 12, 150, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:53,673 - wiirunner - INFO - ('cycle, time, frame, direction:', 52, 5, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:54,785 - wiirunner - INFO - ('cycle, time, frame, direction:', 53, 16, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:55,021 - wiirunner - INFO - ('cycle, time, frame, direction:', 54, 3, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:55,242 - wiirunner - INFO - ('cycle, time, frame, direction:', 55, 3, 139, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:56,043 - wiirunner - INFO - ('cycle, time, frame, direction:', 56, 12, 143, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:56,853 - wiirunner - INFO - ('cycle, time, frame, direction:', 57, 12, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:57,353 - wiirunner - INFO - ('cycle, time, frame, direction:', 58, 7, 144, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:57,569 - wiirunner - INFO - ('cycle, time, frame, direction:', 59, 2, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:57,697 - wiirunner - INFO - ('cycle, time, frame, direction:', 60, 1, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:57,836 - wiirunner - INFO - ('cycle, time, frame, direction:', 61, 1, 149, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:57,947 - wiirunner - INFO - ('cycle, time, frame, direction:', 62, 1, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,254 - wiirunner - INFO - ('cycle, time, frame, direction:', 63, 4, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,365 - wiirunner - INFO - ('cycle, time, frame, direction:', 64, 1, 142, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,467 - wiirunner - INFO - ('cycle, time, frame, direction:', 65, 1, 140, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,605 - wiirunner - INFO - ('cycle, time, frame, direction:', 66, 1, 138, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,716 - wiirunner - INFO - ('cycle, time, frame, direction:', 67, 1, 141, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:58,819 - wiirunner - INFO - ('cycle, time, frame, direction:', 68, 1, 145, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:59,375 - wiirunner - INFO - ('cycle, time, frame, direction:', 69, 8, 147, <State.eLeft: (1,)>, False, False)
2020-01-21 11:30:59,848 - wiirunner - INFO - ('cycle, time, frame, direction:', 70, 7, 150, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:00,379 - wiirunner - INFO - ('cycle, time, frame, direction:', 71, 8, 148, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:00,683 - wiirunner - INFO - ('cycle, time, frame, direction:', 72, 5, 146, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:03,110 - wiirunner - INFO - ('cycle, time, frame, direction:', 73, 37, 149, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:05,716 - wiirunner - INFO - ('cycle, time, frame, direction:', 74, 69, 151, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:06,523 - wiirunner - INFO - ('cycle, time, frame, direction:', 75, 12, 154, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:07,097 - wiirunner - INFO - ('cycle, time, frame, direction:', 76, 8, 157, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:07,314 - wiirunner - INFO - ('cycle, time, frame, direction:', 77, 2, 155, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:07,621 - wiirunner - INFO - ('cycle, time, frame, direction:', 78, 3, 157, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:10,191 - wiirunner - INFO - ('cycle, time, frame, direction:', 79, 38, 155, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,004 - wiirunner - INFO - ('cycle, time, frame, direction:', 80, 26, 154, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,217 - wiirunner - INFO - ('cycle, time, frame, direction:', 81, 2, 156, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,348 - wiirunner - INFO - ('cycle, time, frame, direction:', 82, 1, 154, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,475 - wiirunner - INFO - ('cycle, time, frame, direction:', 83, 1, 152, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,637 - wiirunner - INFO - ('cycle, time, frame, direction:', 84, 2, 155, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,793 - wiirunner - INFO - ('cycle, time, frame, direction:', 85, 2, 157, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:12,928 - wiirunner - INFO - ('cycle, time, frame, direction:', 86, 2, 155, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:13,232 - wiirunner - INFO - ('cycle, time, frame, direction:', 87, 3, 158, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:13,400 - wiirunner - INFO - ('cycle, time, frame, direction:', 88, 2, 160, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:13,691 - wiirunner - INFO - ('cycle, time, frame, direction:', 89, 3, 158, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:14,033 - wiirunner - INFO - ('cycle, time, frame, direction:', 90, 5, 160, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:14,991 - wiirunner - INFO - ('cycle, time, frame, direction:', 91, 14, 162, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:17,499 - wiirunner - INFO - ('cycle, time, frame, direction:', 92, 38, 164, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:17,699 - wiirunner - INFO - ('cycle, time, frame, direction:', 93, 3, 163, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:17,872 - wiirunner - INFO - ('cycle, time, frame, direction:', 94, 2, 165, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:18,119 - wiirunner - INFO - ('cycle, time, frame, direction:', 95, 2, 163, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:18,261 - wiirunner - INFO - ('cycle, time, frame, direction:', 96, 1, 165, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:18,490 - wiirunner - INFO - ('cycle, time, frame, direction:', 97, 2, 167, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:18,720 - wiirunner - INFO - ('cycle, time, frame, direction:', 98, 2, 169, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:18,912 - wiirunner - INFO - ('cycle, time, frame, direction:', 99, 2, 171, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:19,368 - wiirunner - INFO - ('cycle, time, frame, direction:', 100, 6, 173, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:19,696 - wiirunner - INFO - ('cycle, time, frame, direction:', 101, 5, 171, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:20,038 - wiirunner - INFO - ('cycle, time, frame, direction:', 102, 6, 173, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:20,238 - wiirunner - INFO - ('cycle, time, frame, direction:', 103, 3, 174, <State.eLeft: (1,)>, False, False)
2020-01-21 11:31:20,634 - wiirunner - INFO - ('cycle, time, frame, direction:', 104, 6, 176, <State.eLeft: (1,)>, False, False)
